Date,Close,Volume
31/03/2021,2.17,2144486
1/04/2021,2.22,2053628
6/04/2021,2.25,1911617
7/04/2021,2.21,1657040
8/04/2021,2.27,1946782
9/04/2021,2.23,1528036
12/04/2021,2.23,1008095
13/04/2021,2.26,1564518
14/04/2021,2.28,1353709
15/04/2021,2.3,1558230
16/04/2021,2.32,1581129
19/04/2021,2.29,1067904
20/04/2021,2.24,1040938
21/04/2021,2.24,1524836
22/04/2021,2.19,1951754
23/04/2021,2.09,4241679
26/04/2021,2.04,2208298
27/04/2021,1.88,8431937
28/04/2021,1.845,7753942
29/04/2021,1.83,3215463
30/04/2021,1.955,12374026
3/05/2021,1.87,4384998
4/05/2021,1.88,3125261
5/05/2021,1.85,2255103
6/05/2021,1.785,3045020
7/05/2021,1.74,3476461
10/05/2021,1.835,3016160
11/05/2021,1.735,2787369
12/05/2021,1.72,2067441
13/05/2021,1.74,1947156
14/05/2021,1.74,2202092
17/05/2021,1.855,4527697
18/05/2021,1.825,1978199
19/05/2021,1.83,1953823
20/05/2021,1.88,1793413
21/05/2021,1.88,1057046
24/05/2021,1.935,2305593
25/05/2021,1.935,1444228
26/05/2021,1.89,1806340
27/05/2021,1.935,2918915
28/05/2021,2.03,2675519
31/05/2021,1.96,2363908
1/06/2021,1.92,1652993
2/06/2021,1.92,1004837
3/06/2021,1.86,2834531
4/06/2021,1.85,1513341
7/06/2021,1.77,3027534
8/06/2021,1.925,4225481
9/06/2021,2,2474959
10/06/2021,2.03,2206729
11/06/2021,2.15,3006760
15/06/2021,2.16,2283793
16/06/2021,2.1,1445808
17/06/2021,2.15,1894441
18/06/2021,2.32,8137349
21/06/2021,2.2,2135993
22/06/2021,2.26,1894859
23/06/2021,2.19,1392898
24/06/2021,2.18,1660944
25/06/2021,2.16,3193090
28/06/2021,2.07,1778827
29/06/2021,2.05,2137065
